0 1 2
0 2 7
0 3 4
0 4 1
0 5 1
0 6 8
0 7 3
0 8 1
0 10 9
0 11 4
0 12 2
0 13 7
0 14 9
0 16 10
0 17 3
0 18 3
0 19 1
0 23 8
0 30 2
0 36 4
0 37 4
0 39 1
0 43 8
0 45 1
1 2 5
1 3 4
1 4 2
1 5 4
1 6 9
1 7 9
1 8 3
1 9 8
1 10 2
1 11 3
1 12 9
1 13 7
1 14 7
1 15 10
1 16 5
1 17 10
1 18 2
1 19 9
1 22 5
1 23 9
1 33 8
1 34 2
1 43 3
2 3 9
2 4 8
2 6 8
2 7 3
2 8 5
2 9 10
2 10 7
2 11 1
2 12 5
2 13 1
2 14 3
2 15 1
2 16 8
2 17 2
2 18 1
2 19 8
2 24 10
2 27 7
2 30 5
2 39 8
2 45 8
2 49 6
3 5 8
3 6 2
3 7 2
3 8 1
3 9 6
3 10 10
3 11 3
3 12 10
3 13 10
3 14 2
3 15 6
3 16 4
3 17 8
3 18 8
3 19 9
3 29 8
3 32 2
3 41 7
3 47 10
3 48 9
3 49 4
4 6 9
4 7 9
4 8 5
4 9 10
4 10 9
4 11 7
4 12 3
4 13 8
4 14 6
4 15 3
4 16 1
4 17 10
4 18 6
4 19 2
4 20 10
4 31 6
4 34 4
4 38 10
4 43 9
4 46 5
4 49 6
5 6 4
5 7 6
5 8 8
5 9 2
5 10 1
5 11 1
5 12 5
5 13 4
5 14 1
5 15 4
5 16 4
5 17 2
5 18 10
5 19 4
5 26 9
5 29 4
5 36 8
5 37 10
5 41 8
5 42 7
5 43 5
6 7 10
6 8 8
6 9 6
6 10 10
6 11 10
6 12 8
6 13 9
6 14 4
6 15 2
6 16 8
6 17 1
6 18 8
6 19 9
6 21 7
6 23 10
6 25 1
6 42 5
6 49 7
7 8 6
7 9 5
7 10 6
7 11 4
7 12 1
7 13 7
7 14 6
7 15 10
7 16 4
7 17 2
7 18 10
7 21 3
7 28 8
7 33 7
7 37 4
7 44 3
7 47 3
8 9 3
8 10 9
8 11 8
8 12 6
8 13 2
8 14 6
8 15 5
8 16 6
8 17 8
8 18 6
8 19 9
8 22 10
8 31 6
8 33 2
8 43 8
8 47 9
9 10 8
9 11 4
9 12 8
9 13 10
9 14 6
9 15 1
9 16 9
9 17 5
9 18 6
9 19 6
9 20 4
9 29 8
9 39 2
9 44 6
9 45 5
9 46 5
10 11 3
10 12 5
10 13 2
10 14 8
10 15 3
10 16 1
10 17 1
10 18 7
10 19 4
10 26 6
10 29 2
10 32 4
10 42 2
10 48 6
11 12 3
11 13 2
11 14 2
11 15 4
11 17 5
11 18 6
11 19 1
11 25 5
11 37 9
11 40 9
11 44 6
11 47 5
11 48 4
12 13 3
12 14 7
12 15 2
12 16 4
12 17 8
12 18 5
12 19 9
12 26 5
12 32 1
12 37 9
12 38 5
12 44 3
13 14 6
13 16 8
13 17 9
13 18 10
13 19 8
13 23 6
13 26 4
13 27 3
13 31 3
13 34 8
13 36 9
14 15 9
14 16 5
14 17 6
14 19 6
14 20 7
14 23 8
14 24 5
14 34 5
14 40 3
14 49 3
15 16 7
15 17 3
15 18 2
15 19 7
15 27 9
15 28 6
15 30 1
15 34 4
15 40 10
15 42 5
15 44 5
16 18 8
16 19 10
16 20 10
16 21 6
16 22 6
16 27 10
16 36 1
16 38 2
16 47 8
17 18 5
17 19 8
17 23 5
17 27 2
17 30 9
17 31 6
17 35 1
17 45 2
18 19 3
18 29 8
18 31 1
18 35 10
18 38 2
18 40 7
18 48 10
19 24 9
19 25 4
19 33 3
19 39 7
19 41 8
19 46 5
20 39 6
20 21 9
20 25 2
21 36 8
21 49 5
21 26 3
22 43 8
22 46 3
22 26 1
22 28 8
23 28 2
24 32 6
24 35 6
24 45 10
24 30 7
25 38 5
25 40 1
25 42 1
26 38 3
27 45 6
27 48 7
28 33 7
28 49 9
28 47 3
29 42 6
29 43 6
30 33 1
30 47 7
31 36 8
31 41 6
32 37 6
32 38 3
32 44 1
33 46 8
34 35 9
34 37 10
35 39 10
35 41 8
35 48 4
36 42 9
37 43 4
38 46 10
39 46 4
40 41 10
40 46 9
41 45 6
42 47 5
43 47 8
44 48 7
45 100000 100
46 100000 100
46 100003 100
46 100004 100
46 100001 100
47 100001 100
47 100004 100
48 100001 100
48 100002 100
48 100003 100
49 100000 100
49 100002 100
49 100003 100
49 100004 100
-2 0 100
-2 3 100
-2 5 100
-5 0 100
-5 2 100
-5 5 100
-4 1 100
-4 3 100
-4 4 100
-3 0 100
-3 2 100
-3 4 100
-1 0 100
-1 2 100
-1 5 100
