0 1 2
0 2 2
0 3 5
0 4 3
0 5 4
0 6 5
0 7 1
0 8 4
0 9 1
0 10 4
0 12 1
0 13 2
0 14 2
0 15 3
0 16 3
0 17 5
0 18 3
0 19 2
0 20 1
0 30 4
0 34 3
0 36 2
1 2 5
1 3 5
1 4 2
1 6 4
1 7 1
1 8 2
1 9 5
1 10 4
1 11 2
1 12 3
1 13 2
1 14 1
1 15 4
1 16 2
1 17 2
1 18 4
1 19 2
1 25 5
1 27 3
1 30 1
1 34 5
2 3 3
2 4 4
2 5 2
2 6 5
2 7 2
2 8 2
2 9 5
2 10 2
2 11 2
2 12 5
2 13 1
2 14 2
2 15 4
2 16 2
2 17 2
2 18 1
2 19 1
2 20 4
2 32 4
2 37 5
3 4 3
3 5 4
3 6 4
3 7 1
3 8 1
3 9 1
3 10 1
3 11 5
3 12 3
3 13 1
3 14 4
3 15 5
3 16 4
3 17 1
3 18 3
3 19 1
3 25 1
3 28 5
3 37 5
4 5 5
4 6 3
4 7 1
4 8 2
4 9 1
4 10 5
4 11 5
4 12 1
4 13 2
4 14 3
4 15 1
4 16 1
4 17 2
4 18 5
4 19 1
4 21 3
4 30 2
4 38 2
5 6 1
5 7 1
5 8 3
5 9 1
5 10 2
5 11 2
5 12 1
5 13 3
5 14 1
5 15 1
5 16 3
5 17 1
5 18 2
5 19 5
5 21 5
5 23 4
5 36 3
5 37 5
6 7 4
6 8 5
6 9 2
6 10 2
6 11 5
6 12 4
6 13 5
6 14 2
6 15 4
6 16 3
6 17 1
6 18 4
6 19 5
6 21 3
6 29 1
6 39 3
7 8 1
7 9 4
7 10 1
7 12 5
7 13 4
7 14 2
7 15 3
7 16 3
7 17 4
7 18 3
7 19 3
7 28 1
7 31 2
7 33 1
7 37 5
8 9 3
8 10 4
8 11 5
8 12 2
8 13 2
8 14 3
8 15 4
8 16 4
8 17 4
8 18 3
8 19 1
8 21 1
8 29 4
8 30 2
9 10 3
9 11 2
9 12 4
9 13 2
9 14 2
9 15 3
9 16 2
9 17 3
9 18 1
9 19 4
9 22 1
9 23 3
9 39 1
10 11 2
10 12 3
10 14 3
10 15 2
10 16 4
10 17 5
10 18 5
10 19 2
10 20 3
10 26 5
10 29 3
10 35 1
11 12 4
11 13 5
11 14 3
11 15 3
11 17 1
11 18 5
11 19 1
11 22 3
11 25 4
11 26 2
11 28 2
11 32 5
11 35 1
12 13 5
12 14 4
12 15 2
12 16 5
12 17 2
12 18 2
12 19 2
12 24 4
12 26 3
12 36 2
13 14 2
13 15 2
13 16 5
13 17 3
13 18 3
13 19 2
13 27 2
13 31 4
13 32 5
13 35 4
14 15 3
14 16 1
14 17 5
14 18 4
14 19 4
14 20 3
14 31 1
14 34 4
15 16 5
15 17 4
15 18 1
15 19 4
15 34 2
15 38 3
15 39 4
16 17 5
16 18 2
16 19 4
16 24 5
16 27 2
16 29 2
16 31 2
17 18 1
17 19 5
17 28 2
17 33 5
17 35 2
18 19 3
18 22 5
18 24 5
18 33 3
19 25 5
19 38 3
19 39 3
20 31 5
21 39 5
22 36 3
23 32 3
23 27 3
24 38 4
25 37 2
26 33 2
27 31 1
28 31 3
29 35 2
30 33 2
31 32 4
32 35 2
33 35 4
34 100002 50
35 100004 50
36 100000 50
36 100003 50
36 100001 50
37 100000 50
37 100003 50
38 100002 50
38 100003 50
38 100004 50
39 100001 50
-2 0 50
-2 2 50
-2 3 50
-5 0 50
-5 1 50
-5 5 50
-4 1 50
-4 5 50
-3 4 50
-3 5 50
-1 2 50
-1 5 50
