0 2 4
0 4 3
0 5 1
0 6 5
0 7 3
0 40 3
0 10 4
0 11 4
0 12 5
0 13 3
0 16 5
0 49 4
0 18 3
0 17 2
0 54 2
0 28 3
1 32 3
1 2 5
1 3 1
1 4 5
1 5 4
1 6 2
1 40 4
1 9 5
1 11 5
1 12 3
1 13 5
1 14 3
1 16 1
1 17 2
1 19 1
1 27 4
2 3 5
2 5 5
2 7 3
2 8 2
2 41 3
2 11 2
2 12 2
2 13 2
2 47 2
2 15 3
2 9 5
2 27 2
2 28 4
2 31 2
3 11 1
3 4 2
3 5 1
3 6 5
3 8 1
3 42 1
3 43 3
3 46 5
3 48 2
3 19 2
3 22 4
3 57 1
3 58 2
3 28 1
4 36 4
4 5 1
4 6 3
4 9 4
4 10 2
4 14 4
4 17 1
4 18 5
4 19 2
4 21 5
4 22 5
4 23 5
4 58 4
5 6 4
5 7 1
5 8 2
5 41 5
5 10 1
5 11 3
5 15 2
5 16 3
5 9 1
5 56 3
5 26 3
6 7 5
6 11 4
6 13 2
6 15 3
6 16 2
6 18 1
6 51 3
6 52 4
6 22 5
6 55 5
6 26 4
7 34 4
7 8 1
7 10 3
7 11 3
7 12 2
7 13 5
7 14 5
7 15 5
7 16 4
7 18 5
7 19 5
7 28 2
8 44 3
8 10 3
8 11 5
8 12 5
8 14 5
8 16 3
8 50 1
8 19 2
8 9 5
8 23 3
8 58 4
8 29 1
9 35 4
9 23 5
9 12 5
9 45 4
9 14 2
9 47 4
9 16 4
9 18 4
9 21 3
9 55 4
9 15 2
10 36 1
10 41 1
10 11 4
10 12 5
10 13 3
10 14 3
10 48 1
10 50 3
10 57 1
10 58 5
10 59 4
11 32 3
11 12 1
11 13 2
11 48 1
11 17 1
11 18 3
11 24 5
12 39 1
12 44 5
12 13 1
12 15 3
12 16 4
12 19 1
12 41 4
12 27 2
13 33 1
13 39 3
13 15 5
13 16 2
13 17 2
13 19 5
13 20 1
13 53 1
14 41 4
14 42 4
14 43 5
14 44 1
14 15 1
14 17 2
14 51 1
14 40 3
14 56 1
14 23 5
15 27 2
15 16 3
15 17 2
15 18 4
15 46 2
15 59 3
15 29 2
15 31 2
16 17 5
16 42 4
16 46 2
16 49 4
16 18 5
16 59 1
17 34 4
17 35 3
17 38 5
17 18 2
17 19 2
17 22 5
17 55 5
17 25 4
18 32 3
18 19 1
18 41 1
18 55 3
18 27 1
18 30 2
18 31 4
19 37 2
19 42 4
19 51 3
19 52 5
19 54 3
19 25 3
19 26 3
20 35 2
20 36 5
20 25 2
20 59 4
20 30 5
21 44 5
21 45 3
21 46 5
21 24 2
22 33 3
22 49 4
23 43 2
23 24 1
24 34 2
24 48 1
24 55 3
25 33 2
25 40 1
25 29 2
26 34 1
26 38 4
26 44 2
27 40 3
28 34 5
28 46 5
29 33 3
29 45 5
29 52 5
30 50 3
30 45 5
30 56 1
30 31 1
31 52 1
31 59 1
32 35 1
32 47 2
32 56 5
33 35 3
33 50 5
34 37 3
35 47 2
36 47 3
36 54 1
36 56 1
37 39 3
37 53 1
37 54 2
37 56 1
38 39 2
38 43 5
38 44 3
38 48 2
39 53 3
39 54 3
40 49 3
41 49 3
42 50 3
42 55 2
43 51 4
43 58 4
44 55 3
45 49 4
45 57 4
46 53 4
47 51 4
48 58 1
49 53 1
50 57 1
51 54 2
52 53 2
52 57 3
53 57 5
54 100002 50
55 100000 50
55 100001 50
55 100004 50
56 58 1
57 100000 50
57 100001 50
57 100002 50
57 59 5
58 100001 50
58 100003 50
58 100004 50
59 100000 50
59 100003 50
-2 1 50
-2 2 50
-2 5 50
-5 2 50
-5 4 50
-4 0 50
-4 2 50
-4 5 50
-3 0 50
-3 3 50
-3 4 50
-1 1 50
-1 4 50
