0 1 2
0 34 9
0 3 10
0 38 9
0 39 2
0 11 2
0 17 7
0 35 3
0 20 5
0 22 1
0 23 4
0 27 6
0 31 3
1 4 6
1 5 5
1 38 3
1 7 10
1 8 4
1 10 1
1 11 6
1 20 2
1 21 6
1 39 2
1 6 7
1 28 3
2 34 8
2 35 1
2 38 2
2 7 4
2 8 7
2 13 5
2 15 3
2 16 1
2 19 9
2 22 7
2 24 6
2 29 7
3 35 10
3 36 4
3 38 6
3 39 3
3 9 2
3 16 5
3 18 4
3 19 2
3 23 5
3 27 7
3 30 8
4 32 2
4 38 3
4 7 10
4 11 1
4 16 6
4 17 4
4 18 5
4 24 5
4 25 8
4 39 3
4 31 5
5 32 5
5 9 9
5 12 9
5 14 7
5 16 2
5 19 10
5 20 2
5 22 1
5 26 4
5 27 6
5 31 10
6 32 9
6 34 5
6 35 1
6 39 10
6 15 7
6 17 3
6 20 10
6 24 5
6 26 10
6 30 8
6 31 1
7 32 10
7 10 2
7 16 3
7 17 3
7 20 6
7 36 4
7 28 10
7 29 8
7 30 6
8 32 8
8 38 4
8 34 10
8 18 2
8 19 7
8 22 8
8 25 3
8 26 10
8 27 6
8 28 10
9 37 8
9 39 7
9 14 10
9 16 2
9 18 2
9 19 6
9 21 9
9 25 10
9 28 10
9 29 1
10 35 1
10 36 6
10 37 4
10 12 6
10 19 7
10 20 6
10 26 3
10 27 10
10 29 9
10 30 8
11 14 1
11 15 5
11 16 2
11 17 9
11 19 8
11 21 10
11 22 8
11 26 10
11 29 10
12 36 4
12 39 4
12 13 5
12 15 7
12 16 2
12 17 2
12 19 9
12 20 3
12 26 9
12 27 5
13 35 1
13 36 2
13 37 5
13 18 8
13 19 7
13 21 5
13 23 2
13 25 10
13 27 7
13 28 6
14 33 5
14 34 3
14 35 6
14 36 2
14 37 10
14 39 8
14 15 1
14 26 10
14 27 10
15 32 9
15 33 2
15 37 9
15 16 10
15 21 3
15 25 4
15 30 4
16 33 10
16 21 6
16 31 3
17 33 5
17 39 6
17 18 3
17 19 2
17 22 4
17 29 2
18 32 5
18 33 4
18 36 10
18 39 4
18 22 7
18 26 9
19 21 6
19 23 6
20 32 9
20 33 10
20 34 1
20 36 3
20 21 4
20 25 8
20 30 3
21 32 3
21 35 8
21 37 1
21 22 9
21 24 7
21 28 4
22 36 10
22 34 8
22 25 7
22 26 4
22 27 4
22 37 9
23 33 10
23 36 5
23 37 3
23 35 3
23 39 5
23 32 2
23 24 3
23 26 2
23 28 5
23 31 1
24 32 10
24 33 4
24 34 8
24 38 7
24 25 6
24 36 1
24 27 8
24 29 10
24 30 6
25 33 4
25 37 1
25 38 3
25 36 7
25 30 5
25 31 5
26 34 7
26 28 6
26 29 5
26 30 3
27 33 5
27 38 10
27 39 5
27 31 3
28 32 9
28 34 5
28 35 7
28 37 6
28 38 9
28 30 4
29 33 7
29 35 10
29 36 10
29 37 9
29 30 7
29 31 6
30 37 10
30 39 7
30 31 3
31 32 8
31 33 5
31 38 3
31 37 5
32 34 2
33 34 7
33 35 5
34 35 5
34 100004 100
34 38 9
34 100002 100
34 100000 100
35 37 8
35 100003 100
35 100000 100
36 38 4
37 100001 100
37 100003 100
38 39 9
38 100000 100
38 100003 100
38 100002 100
39 100001 100
39 100004 100
-2 0 100
-2 4 100
-2 5 100
-5 2 100
-5 3 100
-5 4 100
-4 2 100
-4 3 100
-4 5 100
-3 0 100
-3 2 100
-3 3 100
-1 3 100
-1 4 100
